image_path,relative_path,filename,species_id,species_name,common_name,family,tracking_id,fish_id,width,height,aspect_ratio,channels,mode,format,file_size_bytes,md5,is_duplicate,split
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000013609594_03551.png,raw\images\species_16\fish_000013609594_03551.png,fish_000013609594_03551.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,13609594,3551,163,124,1.315,3,RGB,PNG,41407,0dfbbf69485de1e0507a16b3bbf89c73,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000013609594_03552.png,raw\images\species_16\fish_000013609594_03552.png,fish_000013609594_03552.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,13609594,3552,156,117,1.333,3,RGB,PNG,36667,0e6aa01ed0478f078beec38608b1b0f5,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000013609594_03553.png,raw\images\species_16\fish_000013609594_03553.png,fish_000013609594_03553.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,13609594,3553,175,127,1.378,3,RGB,PNG,43566,a7834952dff7bff1c264b3e19d12ded7,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000013609594_03554.png,raw\images\species_16\fish_000013609594_03554.png,fish_000013609594_03554.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,13609594,3554,171,124,1.379,3,RGB,PNG,41282,aa3b6ae003c65286e43936f12028a3ca,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000013609594_03555.png,raw\images\species_16\fish_000013609594_03555.png,fish_000013609594_03555.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,13609594,3555,168,118,1.424,3,RGB,PNG,38281,619dcf9c0d1651e53981efe24cb081ee,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000013609594_03556.png,raw\images\species_16\fish_000013609594_03556.png,fish_000013609594_03556.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,13609594,3556,140,113,1.239,3,RGB,PNG,30248,a03d575248177be1e4b9fbc2e2371a19,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000013609594_03557.png,raw\images\species_16\fish_000013609594_03557.png,fish_000013609594_03557.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,13609594,3557,144,115,1.252,3,RGB,PNG,31773,149a35b258bae6023c42f167616168b3,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000015909594_03607.png,raw\images\species_16\fish_000015909594_03607.png,fish_000015909594_03607.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,15909594,3607,192,169,1.136,3,RGB,PNG,46769,b217fe43bbc7fac88caabb7accab7fba,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000015909594_03608.png,raw\images\species_16\fish_000015909594_03608.png,fish_000015909594_03608.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,15909594,3608,199,174,1.144,3,RGB,PNG,49454,d88e11f96811ca56d2103f37a9fce93b,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000015909594_03609.png,raw\images\species_16\fish_000015909594_03609.png,fish_000015909594_03609.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,15909594,3609,191,173,1.104,3,RGB,PNG,50791,640449042555aa154e5624bfcba795dc,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000015909594_03610.png,raw\images\species_16\fish_000015909594_03610.png,fish_000015909594_03610.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,15909594,3610,176,173,1.017,3,RGB,PNG,50566,eb3dc31bee978d01c3cbdcd1112ae26a,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000015909594_03611.png,raw\images\species_16\fish_000015909594_03611.png,fish_000015909594_03611.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,15909594,3611,177,179,0.989,3,RGB,PNG,55539,dcf1afb1cf9c9a1ee8c4d25273e05a2d,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000015909594_03612.png,raw\images\species_16\fish_000015909594_03612.png,fish_000015909594_03612.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,15909594,3612,180,172,1.047,3,RGB,PNG,55264,8fde3cb2aebdbc2406b3ac0ff9ae497b,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000015909594_03613.png,raw\images\species_16\fish_000015909594_03613.png,fish_000015909594_03613.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,15909594,3613,172,163,1.055,3,RGB,PNG,51218,f6767148a8b885d632a996ca13d1808b,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000015909594_03614.png,raw\images\species_16\fish_000015909594_03614.png,fish_000015909594_03614.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,15909594,3614,160,153,1.046,3,RGB,PNG,40430,c1d7df636330a1cb6355a27335f41978,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000015909594_03615.png,raw\images\species_16\fish_000015909594_03615.png,fish_000015909594_03615.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,15909594,3615,143,138,1.036,3,RGB,PNG,33281,241450da95b470202fd6bd3f9d781b24,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03584.png,raw\images\species_16\fish_000014979594_03584.png,fish_000014979594_03584.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3584,148,121,1.223,3,RGB,PNG,31454,ddace40da5f2970cffd1c65e258d1938,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03585.png,raw\images\species_16\fish_000014979594_03585.png,fish_000014979594_03585.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3585,152,121,1.256,3,RGB,PNG,32316,d05babfcfbe966585832d4495f74550e,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03586.png,raw\images\species_16\fish_000014979594_03586.png,fish_000014979594_03586.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3586,148,115,1.287,3,RGB,PNG,30520,12a1c1858e59ee30f120f8524c0c4c41,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03587.png,raw\images\species_16\fish_000014979594_03587.png,fish_000014979594_03587.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3587,156,115,1.357,3,RGB,PNG,32270,ec1156680c5c3117043a5eb72d41a4f4,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03588.png,raw\images\species_16\fish_000014979594_03588.png,fish_000014979594_03588.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3588,144,113,1.274,3,RGB,PNG,28907,ed310d98e27a344d726db2bc39a69b11,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03589.png,raw\images\species_16\fish_000014979594_03589.png,fish_000014979594_03589.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3589,116,101,1.149,3,RGB,PNG,20875,76849a72f4b5d6f08628efe4b31435f9,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03590.png,raw\images\species_16\fish_000014979594_03590.png,fish_000014979594_03590.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3590,116,101,1.149,3,RGB,PNG,18706,6893eaffc6bec4ae7e4de7dd79a213ff,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03591.png,raw\images\species_16\fish_000014979594_03591.png,fish_000014979594_03591.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3591,107,94,1.138,3,RGB,PNG,16188,df86423c21e2b316526cae1a0aef630d,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03592.png,raw\images\species_16\fish_000014979594_03592.png,fish_000014979594_03592.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3592,160,119,1.345,3,RGB,PNG,31059,8f8fc8301b0dec7dae66bf4d7dcad4f1,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03593.png,raw\images\species_16\fish_000014979594_03593.png,fish_000014979594_03593.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3593,164,123,1.333,3,RGB,PNG,33056,165f53e397b8a032342a5d51724f0e22,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03594.png,raw\images\species_16\fish_000014979594_03594.png,fish_000014979594_03594.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3594,188,131,1.435,3,RGB,PNG,40061,d719885f6c26115c3839760aa7e70288,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03595.png,raw\images\species_16\fish_000014979594_03595.png,fish_000014979594_03595.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3595,179,130,1.377,3,RGB,PNG,39063,bae9bb56fa453848953a58b831eeb018,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03596.png,raw\images\species_16\fish_000014979594_03596.png,fish_000014979594_03596.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3596,176,130,1.354,3,RGB,PNG,38022,b9f34576bf16ef294c98ecb98c62d318,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03597.png,raw\images\species_16\fish_000014979594_03597.png,fish_000014979594_03597.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3597,188,135,1.393,3,RGB,PNG,43293,01a43f948881f5c3ec03f8e11370a0c9,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03598.png,raw\images\species_16\fish_000014979594_03598.png,fish_000014979594_03598.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3598,155,121,1.281,3,RGB,PNG,32722,588f36fbedd6bf967a2da24213d6b79c,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03599.png,raw\images\species_16\fish_000014979594_03599.png,fish_000014979594_03599.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3599,155,118,1.314,3,RGB,PNG,30689,77ce56a19f1a9275224e802dfdc2f81a,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03600.png,raw\images\species_16\fish_000014979594_03600.png,fish_000014979594_03600.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3600,164,124,1.323,3,RGB,PNG,34032,c380efdc5d9030e312203736943fb9c1,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03601.png,raw\images\species_16\fish_000014979594_03601.png,fish_000014979594_03601.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3601,180,135,1.333,3,RGB,PNG,39780,6532cab93ab5d58952353b747af43c4a,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03602.png,raw\images\species_16\fish_000014979594_03602.png,fish_000014979594_03602.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3602,184,140,1.314,3,RGB,PNG,41186,c74448322f3f078b365942a33510d8ee,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03603.png,raw\images\species_16\fish_000014979594_03603.png,fish_000014979594_03603.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3603,180,139,1.295,3,RGB,PNG,37746,909ea075a9385dba468ed90a7861a7fb,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000014979594_03604.png,raw\images\species_16\fish_000014979594_03604.png,fish_000014979594_03604.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,14979594,3604,164,133,1.233,3,RGB,PNG,33555,b9273f6374492992adde34fcc1810f33,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000016299594_03616.png,raw\images\species_16\fish_000016299594_03616.png,fish_000016299594_03616.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,16299594,3616,251,222,1.131,3,RGB,PNG,75256,fb7d441dad575524c549d07b182188bc,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03470.png,raw\images\species_16\fish_000010519594_03470.png,fish_000010519594_03470.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3470,119,94,1.266,3,RGB,PNG,17210,f87953c5a3f4a51ddab9032037befd90,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03471.png,raw\images\species_16\fish_000010519594_03471.png,fish_000010519594_03471.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3471,131,97,1.351,3,RGB,PNG,22496,a38a33f0433ef18e59750004edb46629,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03472.png,raw\images\species_16\fish_000010519594_03472.png,fish_000010519594_03472.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3472,147,110,1.336,3,RGB,PNG,28805,9b211b9b76080a4bf6f13ca1fa025305,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03473.png,raw\images\species_16\fish_000010519594_03473.png,fish_000010519594_03473.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3473,148,107,1.383,3,RGB,PNG,28784,d0ad3b983ca481990b69a3040cf40d63,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03474.png,raw\images\species_16\fish_000010519594_03474.png,fish_000010519594_03474.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3474,151,109,1.385,3,RGB,PNG,34808,003fc94c85a59183f3ef566e5a327e31,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03475.png,raw\images\species_16\fish_000010519594_03475.png,fish_000010519594_03475.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3475,144,107,1.346,3,RGB,PNG,33594,3a2b470c16ac414b731b47cf3f62f155,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03476.png,raw\images\species_16\fish_000010519594_03476.png,fish_000010519594_03476.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3476,151,112,1.348,3,RGB,PNG,36427,2e9fda78003014b6a6dfef73d2ce021c,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03477.png,raw\images\species_16\fish_000010519594_03477.png,fish_000010519594_03477.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3477,148,105,1.41,3,RGB,PNG,33448,cae0fe1f62114916481eac7515ec545e,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03479.png,raw\images\species_16\fish_000010519594_03479.png,fish_000010519594_03479.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3479,144,101,1.426,3,RGB,PNG,32366,8f48cc5d1e289325a7273199d8c212fb,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03480.png,raw\images\species_16\fish_000010519594_03480.png,fish_000010519594_03480.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3480,147,106,1.387,3,RGB,PNG,33951,100edc2335bf2f2223a06b5f8f4e2a85,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03483.png,raw\images\species_16\fish_000010519594_03483.png,fish_000010519594_03483.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3483,144,108,1.333,3,RGB,PNG,32582,ffd5978fd2de8e58e039a1c8f7474991,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03485.png,raw\images\species_16\fish_000010519594_03485.png,fish_000010519594_03485.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3485,119,106,1.123,3,RGB,PNG,28811,5a4d42d7cfc0ce842186eadda1a105d1,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03487.png,raw\images\species_16\fish_000010519594_03487.png,fish_000010519594_03487.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3487,112,127,0.882,3,RGB,PNG,31460,f5bf567db9d0567c7840e65e69bfc472,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03488.png,raw\images\species_16\fish_000010519594_03488.png,fish_000010519594_03488.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3488,112,132,0.848,3,RGB,PNG,32113,873f53cfdb08c424d69210f625869e4c,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03489.png,raw\images\species_16\fish_000010519594_03489.png,fish_000010519594_03489.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3489,108,148,0.73,3,RGB,PNG,33500,cfcc3765324d549b2ad84342baf207d5,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03490.png,raw\images\species_16\fish_000010519594_03490.png,fish_000010519594_03490.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3490,121,163,0.742,3,RGB,PNG,38690,5f51b81dfcd4c5b78cdf05839d597932,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03491.png,raw\images\species_16\fish_000010519594_03491.png,fish_000010519594_03491.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3491,131,148,0.885,3,RGB,PNG,38021,55262e69707b7b67a687b449af0c3c17,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03493.png,raw\images\species_16\fish_000010519594_03493.png,fish_000010519594_03493.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3493,144,147,0.98,3,RGB,PNG,41925,d2e36de44c77677e950a9e65509853dd,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03496.png,raw\images\species_16\fish_000010519594_03496.png,fish_000010519594_03496.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3496,153,163,0.939,3,RGB,PNG,49418,de5b2dfbe8cba1bc0e6954b0aebc7c99,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03497.png,raw\images\species_16\fish_000010519594_03497.png,fish_000010519594_03497.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3497,176,166,1.06,3,RGB,PNG,57544,f1e10eadd85283a18afce26c429db3e2,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03499.png,raw\images\species_16\fish_000010519594_03499.png,fish_000010519594_03499.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3499,171,152,1.125,3,RGB,PNG,52352,9f94082681a31cb5637459720952de4a,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03501.png,raw\images\species_16\fish_000010519594_03501.png,fish_000010519594_03501.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3501,176,151,1.166,3,RGB,PNG,53281,ef1acdd4a14c58a1411aeda7130d5511,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03503.png,raw\images\species_16\fish_000010519594_03503.png,fish_000010519594_03503.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3503,203,171,1.187,3,RGB,PNG,71182,9d65527c6a5a619e04102a8013edae79,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03504.png,raw\images\species_16\fish_000010519594_03504.png,fish_000010519594_03504.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3504,180,161,1.118,3,RGB,PNG,61831,81d71b9bbff3d132534ae82b49753761,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03505.png,raw\images\species_16\fish_000010519594_03505.png,fish_000010519594_03505.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3505,183,166,1.102,3,RGB,PNG,64618,ee76160e0ff0c10a2acf260a74709e0f,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03506.png,raw\images\species_16\fish_000010519594_03506.png,fish_000010519594_03506.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3506,151,145,1.041,3,RGB,PNG,46728,e399b8adb506acb11db2d77683d85883,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03507.png,raw\images\species_16\fish_000010519594_03507.png,fish_000010519594_03507.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3507,139,136,1.022,3,RGB,PNG,40662,9e9ca2f63d7651f20a987c81e8e070d4,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03508.png,raw\images\species_16\fish_000010519594_03508.png,fish_000010519594_03508.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3508,130,132,0.985,3,RGB,PNG,36691,d96418b248e46a6744d0e909cb6804ce,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03509.png,raw\images\species_16\fish_000010519594_03509.png,fish_000010519594_03509.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3509,94,112,0.839,3,RGB,PNG,22610,ea01b651272aa9fd645d5289cfc11470,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03511.png,raw\images\species_16\fish_000010519594_03511.png,fish_000010519594_03511.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3511,89,112,0.795,3,RGB,PNG,21351,e2a72d0e9d10bde7725ba90661fb6090,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03513.png,raw\images\species_16\fish_000010519594_03513.png,fish_000010519594_03513.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3513,96,119,0.807,3,RGB,PNG,24236,f0d9319bf52cc34cfabeaa1b32ed3e93,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03514.png,raw\images\species_16\fish_000010519594_03514.png,fish_000010519594_03514.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3514,85,116,0.733,3,RGB,PNG,20930,e6be0e986049efe99d203e2216d448d8,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03517.png,raw\images\species_16\fish_000010519594_03517.png,fish_000010519594_03517.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3517,98,104,0.942,3,RGB,PNG,21497,3e22d6b8fc03550e6ec3fe32d871a4b7,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010519594_03519.png,raw\images\species_16\fish_000010519594_03519.png,fish_000010519594_03519.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10519594,3519,155,138,1.123,3,RGB,PNG,33502,b4d1b7a890651b87bd79e0a6ee3140be,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010089594_03481.png,raw\images\species_16\fish_000010089594_03481.png,fish_000010089594_03481.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10089594,3481,100,84,1.19,3,RGB,PNG,16769,3aae781e52199104cb09c23bab0518fd,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010089594_03484.png,raw\images\species_16\fish_000010089594_03484.png,fish_000010089594_03484.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10089594,3484,115,92,1.25,3,RGB,PNG,19115,a3753787b63bcc82b0793ebbbed2ed2d,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000010089594_03486.png,raw\images\species_16\fish_000010089594_03486.png,fish_000010089594_03486.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,10089594,3486,143,99,1.444,3,RGB,PNG,22239,0e769a74583b9317399b4aca0262d6e5,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000004939594_03461.png,raw\images\species_16\fish_000004939594_03461.png,fish_000004939594_03461.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,4939594,3461,90,116,0.776,3,RGB,PNG,15273,49cb0deea29efc7f200b46b6171aeeae,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000004939594_03462.png,raw\images\species_16\fish_000004939594_03462.png,fish_000004939594_03462.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,4939594,3462,169,195,0.867,3,RGB,PNG,56759,ccab8b85d96e6497b07a63565407df3d,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000004939594_03463.png,raw\images\species_16\fish_000004939594_03463.png,fish_000004939594_03463.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,4939594,3463,147,175,0.84,3,RGB,PNG,53139,d2d719b2e93e5eb55b8e3460c5cfba58,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000004939594_03464.png,raw\images\species_16\fish_000004939594_03464.png,fish_000004939594_03464.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,4939594,3464,151,176,0.858,3,RGB,PNG,53848,d1403cd92142c091a2d556bd8b08d979,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000004939594_03465.png,raw\images\species_16\fish_000004939594_03465.png,fish_000004939594_03465.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,4939594,3465,169,199,0.849,3,RGB,PNG,64039,638171d031b0d0d37b20dc026dfb7f08,False,train
R:\PP\Marine-Intelligence-Platform\marine-species-identification\data\raw\images\species_16\fish_000004939594_03466.png,raw\images\species_16\fish_000004939594_03466.png,fish_000004939594_03466.png,16,Lutjanus fulvus,Blacktail snapper,Lutjanidae,4939594,3466,170,200,0.85,3,RGB,PNG,63335,35b806b20de06a69e9aa10058c78842b,False,train
